Entity,Year,Annual CO₂ emissions from coal (per capita)
Europe (excl. EU-27),1928,2.832228
Europe (excl. EU-27),1929,2.966533
Europe (excl. EU-27),1930,2.8984609
Europe (excl. EU-27),1931,2.808189
Europe (excl. EU-27),1932,2.8205655
Europe (excl. EU-27),1933,2.8801358
Europe (excl. EU-27),1934,3.1877291
Europe (excl. EU-27),1935,3.3353946
Europe (excl. EU-27),1936,3.6025043
Europe (excl. EU-27),1937,3.677056
Europe (excl. EU-27),1938,3.5995407
Europe (excl. EU-27),1939,3.6440163
Europe (excl. EU-27),1940,4.0115066
Europe (excl. EU-27),1941,3.660664
Europe (excl. EU-27),1942,2.8697217
Europe (excl. EU-27),1943,2.86671
Europe (excl. EU-27),1944,3.0922668
Europe (excl. EU-27),1945,3.2158754
Europe (excl. EU-27),1946,3.435282
Europe (excl. EU-27),1947,3.82628
Europe (excl. EU-27),1948,3.908466
Europe (excl. EU-27),1949,4.1152406
Europe (excl. EU-27),1950,4.2127066
Europe (excl. EU-27),1951,4.48419
Europe (excl. EU-27),1952,4.482485
Europe (excl. EU-27),1953,4.5652194
Europe (excl. EU-27),1954,4.7522974
Europe (excl. EU-27),1955,5.083376
Europe (excl. EU-27),1956,5.221517
Europe (excl. EU-27),1957,5.3175287
Europe (excl. EU-27),1958,5.242663
Europe (excl. EU-27),1959,5.1274576
Europe (excl. EU-27),1960,5.1808376
Europe (excl. EU-27),1961,5.0512085
Europe (excl. EU-27),1962,4.964499
Europe (excl. EU-27),1963,5.0537643
Europe (excl. EU-27),1964,5.0625067
Europe (excl. EU-27),1965,5.1200275
Europe (excl. EU-27),1966,5.1199017
Europe (excl. EU-27),1967,4.9778185
Europe (excl. EU-27),1968,4.923488
Europe (excl. EU-27),1969,4.939667
Europe (excl. EU-27),1970,5.1195984
Europe (excl. EU-27),1971,5.1395926
Europe (excl. EU-27),1972,5.0390425
Europe (excl. EU-27),1973,5.075871
Europe (excl. EU-27),1974,4.9507747
Europe (excl. EU-27),1975,5.096836
Europe (excl. EU-27),1976,5.175308
Europe (excl. EU-27),1977,5.194233
Europe (excl. EU-27),1978,5.122987
Europe (excl. EU-27),1979,5.197677
Europe (excl. EU-27),1980,5.3080573
Europe (excl. EU-27),1981,4.951847
Europe (excl. EU-27),1982,4.8980155
Europe (excl. EU-27),1983,4.876395
Europe (excl. EU-27),1984,4.605848
Europe (excl. EU-27),1985,5.2861342
Europe (excl. EU-27),1986,5.4019613
Europe (excl. EU-27),1987,5.3969965
Europe (excl. EU-27),1988,5.353744
Europe (excl. EU-27),1989,5.0955625
Europe (excl. EU-27),1990,4.466671
Europe (excl. EU-27),1991,4.0755854
Europe (excl. EU-27),1992,3.519759
Europe (excl. EU-27),1993,3.3366318
Europe (excl. EU-27),1994,2.9260886
Europe (excl. EU-27),1995,2.924075
Europe (excl. EU-27),1996,2.8017163
Europe (excl. EU-27),1997,2.5646594
Europe (excl. EU-27),1998,2.4509046
Europe (excl. EU-27),1999,2.389429
Europe (excl. EU-27),2000,2.5114758
Europe (excl. EU-27),2001,2.6378446
Europe (excl. EU-27),2002,2.548569
Europe (excl. EU-27),2003,2.5943892
Europe (excl. EU-27),2004,2.5654218
Europe (excl. EU-27),2005,2.5490203
Europe (excl. EU-27),2006,2.7536433
Europe (excl. EU-27),2007,2.6953614
Europe (excl. EU-27),2008,2.7418633
Europe (excl. EU-27),2009,2.4684525
Europe (excl. EU-27),2010,2.5168989
Europe (excl. EU-27),2011,2.5987697
Europe (excl. EU-27),2012,2.7505138
Europe (excl. EU-27),2013,2.6075828
Europe (excl. EU-27),2014,2.369232
Europe (excl. EU-27),2015,2.301386
Europe (excl. EU-27),2016,2.1453984
Europe (excl. EU-27),2017,2.0104246
Europe (excl. EU-27),2018,2.0518935
Europe (excl. EU-27),2019,1.9778724
Europe (excl. EU-27),2020,1.8491032
Europe (excl. EU-27),2021,1.8969
Europe (excl. EU-27),2022,1.907549
Europe (excl. EU-27),2023,1.8878678
Europe (excl. EU-28),1829,0.00019329472
Europe (excl. EU-28),1830,0.0003972427
Europe (excl. EU-28),1831,0.00038392108
Europe (excl. EU-28),1832,0.00021188299
Europe (excl. EU-28),1833,0.00026262258
Europe (excl. EU-28),1835,0.00024483947
Europe (excl. EU-28),1836,0.00030343208
Europe (excl. EU-28),1837,0.00042116994
Europe (excl. EU-28),1838,0.000835128
Europe (excl. EU-28),1839,0.0006505394
Europe (excl. EU-28),1840,0.00070352823
Europe (excl. EU-28),1841,0.00093000196
Europe (excl. EU-28),1842,0.0011524474
Europe (excl. EU-28),1843,0.0009710865
Europe (excl. EU-28),1844,0.0010192891
Europe (excl. EU-28),1845,0.0015156628
Europe (excl. EU-28),1846,0.0015025005
Europe (excl. EU-28),1847,0.0015446106
Europe (excl. EU-28),1848,0.0019686643
Europe (excl. EU-28),1849,0.0015720647
Europe (excl. EU-28),1850,0.0034467487
Europe (excl. EU-28),1851,0.0021841358
Europe (excl. EU-28),1852,0.0021652067
Europe (excl. EU-28),1853,0.0023558217
Europe (excl. EU-28),1854,0.003321405
Europe (excl. EU-28),1855,0.0076799137
Europe (excl. EU-28),1856,0.0042328886
Europe (excl. EU-28),1857,0.0041960604
Europe (excl. EU-28),1858,0.011242325
Europe (excl. EU-28),1859,0.013069593
Europe (excl. EU-28),1860,0.0161045
Europe (excl. EU-28),1861,0.020905588
Europe (excl. EU-28),1862,0.019592302
Europe (excl. EU-28),1863,0.019639177
Europe (excl. EU-28),1864,0.023315933
Europe (excl. EU-28),1865,0.024142979
Europe (excl. EU-28),1866,0.044610307
Europe (excl. EU-28),1867,0.049446303
Europe (excl. EU-28),1868,0.0443031
Europe (excl. EU-28),1869,0.0524616
Europe (excl. EU-28),1870,0.05736826
Europe (excl. EU-28),1871,0.073155425
Europe (excl. EU-28),1872,0.076463915
Europe (excl. EU-28),1873,0.07061474
Europe (excl. EU-28),1874,0.08170157
Europe (excl. EU-28),1875,0.09166855
Europe (excl. EU-28),1876,0.10571219
Europe (excl. EU-28),1877,0.1062281
Europe (excl. EU-28),1878,0.12732297
Europe (excl. EU-28),1879,0.12784047
Europe (excl. EU-28),1880,0.14797562
Europe (excl. EU-28),1881,0.1467231
Europe (excl. EU-28),1882,0.15405434
Europe (excl. EU-28),1883,0.17309114
Europe (excl. EU-28),1884,0.16328685
Europe (excl. EU-28),1885,0.17030859
Europe (excl. EU-28),1886,0.171087
Europe (excl. EU-28),1887,0.16874097
Europe (excl. EU-28),1888,0.17345046
Europe (excl. EU-28),1889,0.19238503
Europe (excl. EU-28),1890,0.20679975
Europe (excl. EU-28),1891,0.22132686
Europe (excl. EU-28),1892,0.2301401
Europe (excl. EU-28),1893,0.2507242
Europe (excl. EU-28),1894,0.27600113
Europe (excl. EU-28),1895,0.2868172
Europe (excl. EU-28),1896,0.2954326
Europe (excl. EU-28),1897,0.33356547
Europe (excl. EU-28),1898,0.36463076
Europe (excl. EU-28),1899,0.43198484
Europe (excl. EU-28),1900,0.47473007
Europe (excl. EU-28),1901,0.45376575
Europe (excl. EU-28),1902,0.44528407
Europe (excl. EU-28),1903,0.45355693
Europe (excl. EU-28),1904,0.5053962
Europe (excl. EU-28),1905,0.4913804
Europe (excl. EU-28),1906,0.549955
Europe (excl. EU-28),1907,0.6229888
Europe (excl. EU-28),1908,0.6292351
Europe (excl. EU-28),1909,0.6500572
Europe (excl. EU-28),1910,0.6230545
Europe (excl. EU-28),1911,0.66117054
Europe (excl. EU-28),1912,0.7529044
Europe (excl. EU-28),1913,0.8391798
Europe (excl. EU-28),1914,0.71853435
Europe (excl. EU-28),1915,0.6453014
Europe (excl. EU-28),1916,0.66280645
Europe (excl. EU-28),1917,0.5682025
Europe (excl. EU-28),1918,0.27028838
Europe (excl. EU-28),1919,0.22817144
Europe (excl. EU-28),1920,0.24209812
Europe (excl. EU-28),1921,0.22415014
Europe (excl. EU-28),1922,0.29698575
Europe (excl. EU-28),1923,0.3274743
Europe (excl. EU-28),1924,0.3778378
Europe (excl. EU-28),1925,0.3678373
Europe (excl. EU-28),1926,0.4801659
Europe (excl. EU-28),1927,0.59162194
Europe (excl. EU-28),1928,0.6499603
Europe (excl. EU-28),1929,0.679033
Europe (excl. EU-28),1930,0.7521748
Europe (excl. EU-28),1931,0.8535049
Europe (excl. EU-28),1932,1.0014335
Europe (excl. EU-28),1933,1.1299574
Europe (excl. EU-28),1934,1.3512869
Europe (excl. EU-28),1935,1.5295187
Europe (excl. EU-28),1936,1.742443
Europe (excl. EU-28),1937,1.7691884
Europe (excl. EU-28),1938,1.8262619
Europe (excl. EU-28),1939,1.8570757
Europe (excl. EU-28),1940,2.2087116
Europe (excl. EU-28),1941,1.8210456
Europe (excl. EU-28),1942,0.806104
Europe (excl. EU-28),1943,0.9129417
Europe (excl. EU-28),1944,1.303629
Europe (excl. EU-28),1945,1.6377441
Europe (excl. EU-28),1946,1.8552133
Europe (excl. EU-28),1947,2.2320955
Europe (excl. EU-28),1948,2.323376
Europe (excl. EU-28),1949,2.5801556
Europe (excl. EU-28),1950,2.792012
Europe (excl. EU-28),1951,2.9814034
Europe (excl. EU-28),1952,3.0963194
Europe (excl. EU-28),1953,3.1789346
Europe (excl. EU-28),1954,3.4138787
Europe (excl. EU-28),1955,3.775807
Europe (excl. EU-28),1956,4.005007
Europe (excl. EU-28),1957,4.218075
Europe (excl. EU-28),1958,4.2713537
Europe (excl. EU-28),1959,4.318201
Europe (excl. EU-28),1960,4.291369
Europe (excl. EU-28),1961,4.1747212
Europe (excl. EU-28),1962,4.1136174
Europe (excl. EU-28),1963,4.2355313
Europe (excl. EU-28),1964,4.3266387
Europe (excl. EU-28),1965,4.433158
Europe (excl. EU-28),1966,4.5359755
Europe (excl. EU-28),1967,4.5326633
Europe (excl. EU-28),1968,4.465319
Europe (excl. EU-28),1969,4.504613
Europe (excl. EU-28),1970,4.8070474
Europe (excl. EU-28),1971,4.8918576
Europe (excl. EU-28),1972,4.991032
Europe (excl. EU-28),1973,5.0277963
Europe (excl. EU-28),1974,5.017929
Europe (excl. EU-28),1975,5.142904
Europe (excl. EU-28),1976,5.245596
Europe (excl. EU-28),1977,5.2851987
Europe (excl. EU-28),1978,5.24805
Europe (excl. EU-28),1979,5.2438364
Europe (excl. EU-28),1980,5.472175
Europe (excl. EU-28),1981,5.0264697
Europe (excl. EU-28),1982,5.030061
Europe (excl. EU-28),1983,4.9926724
Europe (excl. EU-28),1984,4.9524364
Europe (excl. EU-28),1985,5.557155
Europe (excl. EU-28),1986,5.6426992
Europe (excl. EU-28),1987,5.5932536
Europe (excl. EU-28),1988,5.5805
Europe (excl. EU-28),1989,5.280256
Europe (excl. EU-28),1990,4.4810433
Europe (excl. EU-28),1991,3.998769
Europe (excl. EU-28),1992,3.3800316
Europe (excl. EU-28),1993,3.2773175
Europe (excl. EU-28),1994,2.8219078
Europe (excl. EU-28),1995,2.8767028
Europe (excl. EU-28),1996,2.7620554
Europe (excl. EU-28),1997,2.544931
Europe (excl. EU-28),1998,2.4083185
Europe (excl. EU-28),1999,2.398795
Europe (excl. EU-28),2000,2.5274925
Europe (excl. EU-28),2001,2.6497068
Europe (excl. EU-28),2002,2.590392
Europe (excl. EU-28),2003,2.6031249
Europe (excl. EU-28),2004,2.5934849
Europe (excl. EU-28),2005,2.5760736
Europe (excl. EU-28),2006,2.7843566
Europe (excl. EU-28),2007,2.7589664
Europe (excl. EU-28),2008,2.8727365
Europe (excl. EU-28),2009,2.6402917
Europe (excl. EU-28),2010,2.6892202
Europe (excl. EU-28),2011,2.802399
Europe (excl. EU-28),2012,2.869156
Europe (excl. EU-28),2013,2.7156172
Europe (excl. EU-28),2014,2.5315359
Europe (excl. EU-28),2015,2.5512524
Europe (excl. EU-28),2016,2.5416284
Europe (excl. EU-28),2017,2.4094126
Europe (excl. EU-28),2018,2.490838
Europe (excl. EU-28),2019,2.4365418
Europe (excl. EU-28),2020,2.2813814
Europe (excl. EU-28),2021,2.343631
Europe (excl. EU-28),2022,2.3861713
Europe (excl. EU-28),2023,2.3812058
European Union (27),1800,0.009118063
European Union (27),1801,0.0073781093
European Union (27),1802,0.07226808
European Union (27),1803,0.0074263136
European Union (27),1804,0.026974672
European Union (27),1805,0.011867919
European Union (27),1806,0.01066949
European Union (27),1807,0.023525918
European Union (27),1808,0.010114886
European Union (27),1809,0.010078469
European Union (27),1810,0.02616926
European Union (27),1811,0.025298532
European Union (27),1812,0.025235424
European Union (27),1813,0.023221593
European Union (27),1814,0.024160666
European Union (27),1815,0.02733594
European Union (27),1816,0.038126983
European Union (27),1817,0.046199854
European Union (27),1818,0.046231378
European Union (27),1819,0.045954663
European Union (27),1820,0.049088627
European Union (27),1821,0.051145405
European Union (27),1822,0.053013325
European Union (27),1823,0.057129394
European Union (27),1824,0.05442937
European Union (27),1825,0.064262256
European Union (27),1826,0.06329052
European Union (27),1827,0.07713854
European Union (27),1828,0.07785404
European Union (27),1829,0.069772236
European Union (27),1830,0.11779541
European Union (27),1831,0.1006049
European Union (27),1832,0.09994153
European Union (27),1833,0.106958486
European Union (27),1834,0.11695608
European Union (27),1835,0.123764336
European Union (27),1836,0.1389793
European Union (27),1837,0.1497476
European Union (27),1838,0.15775809
European Union (27),1839,0.16318744
European Union (27),1840,0.1838064
European Union (27),1841,0.19667633
European Union (27),1842,0.21046594
European Union (27),1843,0.20249647
European Union (27),1844,0.2162059
European Union (27),1845,0.24478117
European Union (27),1846,0.27306446
European Union (27),1847,0.29568374
European Union (27),1848,0.26072177
European Union (27),1849,0.267746
European Union (27),1850,0.29367307
European Union (27),1851,0.30881193
European Union (27),1852,0.34458375
European Union (27),1853,0.3794828
European Union (27),1854,0.4364805
European Union (27),1855,0.47874042
European Union (27),1856,0.50532997
European Union (27),1857,0.52367973
European Union (27),1858,0.5488216
European Union (27),1859,0.53606594
European Union (27),1860,0.57730305
European Union (27),1861,0.6309163
European Union (27),1862,0.6788342
European Union (27),1863,0.7017621
European Union (27),1864,0.75423086
European Union (27),1865,0.8134898
European Union (27),1866,0.8301202
European Union (27),1867,0.88395417
European Union (27),1868,0.9209864
European Union (27),1869,0.95344126
European Union (27),1870,0.95036775
European Union (27),1871,1.0076187
European Union (27),1872,1.1121564
European Union (27),1873,1.1815937
European Union (27),1874,1.0255395
European Union (27),1875,1.1785123
European Union (27),1876,1.2219825
European Union (27),1877,1.182893
European Union (27),1878,1.2135935
European Union (27),1879,1.275553
European Union (27),1880,1.4662012
European Union (27),1881,1.4589231
European Union (27),1882,1.530807
European Union (27),1883,1.6231136
European Union (27),1884,1.6248938
European Union (27),1885,1.6313866
European Union (27),1886,1.6283029
European Union (27),1887,1.6927425
European Union (27),1888,1.8076121
European Union (27),1889,1.8902392
European Union (27),1890,1.9881357
European Union (27),1891,2.0531323
European Union (27),1892,2.0044115
European Union (27),1893,2.0223765
European Union (27),1894,2.1091154
European Union (27),1895,2.1557152
European Union (27),1896,2.265304
European Union (27),1897,2.3781755
European Union (27),1898,2.4636707
European Union (27),1899,2.575416
European Union (27),1900,2.7192097
European Union (27),1901,2.6863203
European Union (27),1902,2.6121747
European Union (27),1903,2.7625947
European Union (27),1904,2.788456
European Union (27),1905,2.907153
European Union (27),1906,2.939567
European Union (27),1907,3.3258853
European Union (27),1908,3.4138138
European Union (27),1909,3.3595302
European Union (27),1910,3.4101455
European Union (27),1911,3.469844
European Union (27),1912,3.718749
European Union (27),1913,4.0081506
European Union (27),1914,3.4413452
European Union (27),1915,3.1611316
European Union (27),1916,3.3325999
European Union (27),1917,3.3133514
European Union (27),1918,3.1229377
European Union (27),1919,2.4133644
European Union (27),1920,3.0197883
European Union (27),1921,3.124006
European Union (27),1922,3.1766744
European Union (27),1923,2.8113925
European Union (27),1924,3.385557
European Union (27),1925,3.3516967
European Union (27),1926,3.2217834
European Union (27),1927,3.6144109
European Union (27),1928,3.6168416
European Union (27),1929,3.9416342
European Union (27),1930,3.5188718
European Union (27),1931,3.122821
European Union (27),1932,2.7135553
European Union (27),1933,2.7652876
European Union (27),1934,2.9407027
European Union (27),1935,3.0474596
European Union (27),1936,3.152795
European Union (27),1937,3.558885
European Union (27),1938,3.572119
European Union (27),1939,3.6998599
European Union (27),1940,3.8915927
European Union (27),1941,3.8647153
European Union (27),1942,3.9211805
European Union (27),1943,3.9501836
European Union (27),1944,3.393259
European Union (27),1945,1.3994304
European Union (27),1946,2.4291375
European Union (27),1947,2.7597947
European Union (27),1948,2.9818575
European Union (27),1949,3.270982
European Union (27),1950,3.4336116
European Union (27),1951,3.7788568
European Union (27),1952,3.8619127
European Union (27),1953,3.841572
European Union (27),1954,3.9807186
European Union (27),1955,4.2017426
European Union (27),1956,4.3948903
European Union (27),1957,4.441023
European Union (27),1958,4.238085
European Union (27),1959,4.155188
European Union (27),1960,4.3520765
European Union (27),1961,4.4108334
European Union (27),1962,4.5189924
European Union (27),1963,4.6417427
European Union (27),1964,4.6144958
European Union (27),1965,4.3980303
European Union (27),1966,4.2372794
European Union (27),1967,4.1132975
European Union (27),1968,4.134684
European Union (27),1969,4.222933
European Union (27),1970,3.9794796
European Union (27),1971,3.8387616
European Union (27),1972,3.7069123
European Union (27),1973,3.712497
European Union (27),1974,3.7410777
European Union (27),1975,3.619343
European Union (27),1976,3.8094473
European Union (27),1977,3.7331598
European Union (27),1978,3.7908418
European Union (27),1979,3.9259071
European Union (27),1980,4.0252614
European Union (27),1981,3.907857
European Union (27),1982,3.9403486
European Union (27),1983,3.9355145
European Union (27),1984,4.0907054
European Union (27),1985,4.2030897
European Union (27),1986,4.1178746
European Union (27),1987,4.1189995
European Union (27),1988,4.0233173
European Union (27),1989,3.9805093
European Union (27),1990,3.9072528
European Union (27),1991,3.677826
European Union (27),1992,3.4213867
European Union (27),1993,3.2632043
European Union (27),1994,3.2076294
European Union (27),1995,3.1611555
European Union (27),1996,3.155137
European Union (27),1997,3.0363436
European Union (27),1998,2.9068148
European Union (27),1999,2.7647786
European Union (27),2000,2.8253396
European Union (27),2001,2.8104138
European Union (27),2002,2.815156
European Union (27),2003,2.8797975
European Union (27),2004,2.859576
European Union (27),2005,2.7637463
European Union (27),2006,2.798478
European Union (27),2007,2.8356884
European Union (27),2008,2.624331
European Union (27),2009,2.3085659
European Union (27),2010,2.4256864
European Union (27),2011,2.4587944
European Union (27),2012,2.4611404
European Union (27),2013,2.3919475
European Union (27),2014,2.3007188
European Union (27),2015,2.286219
European Union (27),2016,2.1702793
European Union (27),2017,2.1379838
European Union (27),2018,2.0230286
European Union (27),2019,1.6569345
European Union (27),2020,1.36659
European Union (27),2021,1.5508844
European Union (27),2022,1.5431682
European Union (27),2023,1.2185608
European Union (28),1750,0.07802574
European Union (28),1760,0.08475225
European Union (28),1770,0.10159479
European Union (28),1780,0.118267216
European Union (28),1790,0.14558654
European Union (28),1800,0.22827843
European Union (28),1801,0.22107224
European Union (28),1802,0.27717528
European Union (28),1803,0.20122284
European Union (28),1804,0.21493724
European Union (28),1805,0.20998791
European Union (28),1806,0.21848395
European Union (28),1807,0.2402163
European Union (28),1808,0.23386754
European Union (28),1809,0.23779258
European Union (28),1810,0.2562328
European Union (28),1811,0.2581296
European Union (28),1812,0.25937936
European Union (28),1813,0.25874788
European Union (28),1814,0.26196834
European Union (28),1815,0.26713872
European Union (28),1816,0.2753175
European Union (28),1817,0.2945785
European Union (28),1818,0.30323514
European Union (28),1819,0.2970516
European Union (28),1820,0.29245347
European Union (28),1821,0.2969682
European Union (28),1822,0.30524227
European Union (28),1823,0.31573913
European Union (28),1824,0.31933483
European Union (28),1825,0.3335617
European Union (28),1826,0.33322278
European Union (28),1827,0.35352162
European Union (28),1828,0.354757
European Union (28),1829,0.34852543
European Union (28),1830,0.46551457
European Union (28),1831,0.43041176
European Union (28),1832,0.4169892
European Union (28),1833,0.41727164
European Union (28),1834,0.44365266
European Union (28),1835,0.47995844
European Union (28),1836,0.5228381
European Union (28),1837,0.5124038
European Union (28),1838,0.5080261
European Union (28),1839,0.52113837
European Union (28),1840,0.56147426
European Union (28),1841,0.57293415
European Union (28),1842,0.60176045
European Union (28),1843,0.609373
European Union (28),1844,0.6454329
European Union (28),1845,0.6962841
European Union (28),1846,0.69788903
European Union (28),1847,0.74570966
European Union (28),1848,0.7470435
European Union (28),1849,0.7902871
European Union (28),1850,0.8336041
European Union (28),1851,0.8158647
European Union (28),1852,0.8421591
European Union (28),1853,0.86659944
European Union (28),1854,1.0225668
European Union (28),1855,1.0151733
European Union (28),1856,1.0802704
European Union (28),1857,1.0812253
European Union (28),1858,1.0871989
European Union (28),1859,1.139333
European Union (28),1860,1.2526445
European Union (28),1861,1.3261017
European Union (28),1862,1.3379266
European Union (28),1863,1.399858
European Union (28),1864,1.4999182
European Union (28),1865,1.5958996
European Union (28),1866,1.6310025
European Union (28),1867,1.6958207
European Union (28),1868,1.7041112
European Union (28),1869,1.770095
European Union (28),1870,1.7806367
European Union (28),1871,1.8794751
European Union (28),1872,2.0161798
European Union (28),1873,2.1074028
European Union (28),1874,1.9330803
European Union (28),1875,2.115412
European Union (28),1876,2.1424608
European Union (28),1877,2.1190991
European Union (28),1878,2.1179209
European Union (28),1879,2.1692586
European Union (28),1880,2.4214118
European Union (28),1881,2.463973
European Union (28),1882,2.5273042
European Union (28),1883,2.6462653
European Union (28),1884,2.6068122
European Union (28),1885,2.5882845
European Union (28),1886,2.5663152
European Union (28),1887,2.642675
European Union (28),1888,2.7790287
European Union (28),1889,2.8839476
European Union (28),1890,2.9877157
European Union (28),1891,3.0595133
European Union (28),1892,2.980667
European Union (28),1893,2.8554306
European Union (28),1894,3.081446
European Union (28),1895,3.1228447
European Union (28),1896,3.2425916
European Union (28),1897,3.3638208
European Union (28),1898,3.4285848
European Union (28),1899,3.6064255
European Union (28),1900,3.7356672
European Union (28),1901,3.6657286
European Union (28),1902,3.6413057
European Union (28),1903,3.7700543
European Union (28),1904,3.7863185
European Union (28),1905,3.8950992
European Union (28),1906,3.960815
European Union (28),1907,4.345155
European Union (28),1908,4.370689
European Union (28),1909,4.325846
European Union (28),1910,4.3730016
European Union (28),1911,4.4532013
European Union (28),1912,4.583827
European Union (28),1913,4.957908
European Union (28),1914,4.4155855
European Union (28),1915,4.1939993
European Union (28),1916,4.3985033
European Union (28),1917,4.3484235
European Union (28),1918,4.0600286
European Union (28),1919,3.4385085
European Union (28),1920,4.0259676
European Union (28),1921,3.6501625
European Union (28),1922,4.017991
European Union (28),1923,3.7755783
European Union (28),1924,4.3240657
European Union (28),1925,4.209788
European Union (28),1926,3.494312
European Union (28),1927,4.471468
European Union (28),1928,4.384117
European Union (28),1929,4.7287507
European Union (28),1930,4.2991567
European Union (28),1931,3.8685272
European Union (28),1932,3.4619477
European Union (28),1933,3.4890347
European Union (28),1934,3.7188838
European Union (28),1935,3.8207946
European Union (28),1936,3.971553
European Union (28),1937,4.3565445
European Union (28),1938,4.3051357
European Union (28),1939,4.4302545
European Union (28),1940,4.6550217
European Union (28),1941,4.605865
European Union (28),1942,4.651772
European Union (28),1943,4.636494
European Union (28),1944,4.1169314
European Union (28),1945,2.3156316
European Union (28),1946,3.2481935
European Union (28),1947,3.6000004
European Union (28),1948,3.804851
European Union (28),1949,4.065462
European Union (28),1950,4.178677
European Union (28),1951,4.5554085
European Union (28),1952,4.5783167
European Union (28),1953,4.575418
European Union (28),1954,4.702624
European Union (28),1955,4.927828
European Union (28),1956,5.075358
European Union (28),1957,5.076461
European Union (28),1958,4.8322153
European Union (28),1959,4.6698422
European Union (28),1960,4.889201
European Union (28),1961,4.9199533
European Union (28),1962,4.992591
European Union (28),1963,5.096416
European Union (28),1964,5.034106
European Union (28),1965,4.8288503
European Union (28),1966,4.637933
European Union (28),1967,4.4432316
European Union (28),1968,4.4613323
European Union (28),1969,4.528696
European Union (28),1970,4.2780747
European Union (28),1971,4.1253304
European Union (28),1972,3.8982005
European Union (28),1973,3.9070115
European Union (28),1974,3.8586502
European Union (28),1975,3.779832
European Union (28),1976,3.9432378
European Union (28),1977,3.8674808
European Union (28),1978,3.8915184
European Union (28),1979,4.057996
European Union (28),1980,4.099066
European Union (28),1981,3.9968781
European Union (28),1982,3.9895384
European Union (28),1983,3.99014
European Union (28),1984,3.9768374
European Union (28),1985,4.1954136
European Union (28),1986,4.1492643
European Union (28),1987,4.171875
European Union (28),1988,4.066238
European Union (28),1989,4.018942
European Union (28),1990,3.9670367
European Union (28),1991,3.7653973
European Union (28),1992,3.5051744
European Union (28),1993,3.3023636
European Union (28),1994,3.2269237
European Union (28),1995,3.1567411
European Union (28),1996,3.1327038
European Union (28),1997,2.989473
European Union (28),1998,2.8731651
European Union (28),1999,2.714616
European Union (28),2000,2.7792854
European Union (28),2001,2.7835817
European Union (28),2002,2.7621856
European Union (28),2003,2.8407817
European Union (28),2004,2.8101096
European Union (28),2005,2.7244866
European Union (28),2006,2.7783334
European Union (28),2007,2.788243
European Union (28),2008,2.577263
European Union (28),2009,2.2478793
European Union (28),2010,2.356579
European Union (28),2011,2.381546
European Union (28),2012,2.4425414
European Union (28),2013,2.3691385
European Union (28),2014,2.2341518
European Union (28),2015,2.1724734
European Union (28),2016,1.9839413
European Union (28),2017,1.9373475
European Union (28),2018,1.8247613
European Union (28),2019,1.4884425
European Union (28),2020,1.2321908
European Union (28),2021,1.3933142
European Union (28),2022,1.3777945
European Union (28),2023,1.0912107
Faroe Islands,1950,1.0406134
Faroe Islands,1951,0.80328226
Faroe Islands,1952,0.5718388
Faroe Islands,1953,0.5713395
Faroe Islands,1954,0.6850305
Faroe Islands,1955,0.65964466
Faroe Islands,1956,0.43890074
Faroe Islands,1957,0.23270229
Faroe Islands,1958,0.11393282
Faroe Islands,1959,0.10880152
Faroe Islands,1960,0.11443631
Faroe Islands,1961,0.2189705
Faroe Islands,1962,0.10472162
Faroe Islands,1963,0.31040326
Faroe Islands,1964,0.20431606
Faroe Islands,1965,0.20147367
Faroe Islands,1966,0.19891423
Faroe Islands,1967,0.10060443
Faroe Islands,1968,0.097483106
Faroe Islands,1969,0.096601546
Faroe Islands,1970,0.095683284
Faroe Islands,1971,0.09462077
Faroe Islands,1972,0.09204316
Faroe Islands,1973,0
Faroe Islands,1974,0
Faroe Islands,1975,0
Faroe Islands,1976,0
Faroe Islands,1977,0
Faroe Islands,1978,0
Faroe Islands,1979,0
Faroe Islands,1980,0
Faroe Islands,1981,0
Faroe Islands,1983,0
Faroe Islands,1984,0
Faroe Islands,1985,0
Faroe Islands,1986,0
Faroe Islands,1987,0
Faroe Islands,1988,0
Faroe Islands,1989,0
Fiji,1950,0.08286299
Fiji,1951,0.1578756
Fiji,1952,0.19261847
Fiji,1953,0.15486753
Fiji,1954,0.16176458
Fiji,1955,0.13644853
Fiji,1956,0.12013318
Fiji,1957,0.040519245
Fiji,1958,0.01922966
Fiji,1959,0.0653008
Fiji,1960,0.045245852
Fiji,1961,0.008971822
Fiji,1962,0.042550225
Fiji,1963,0.04123461
Fiji,1964,0.023982616
Fiji,1965,0.015506304
Fiji,1966,0.007617787
Fiji,1967,0.029684493
Fiji,1968,0.007184201
Fiji,1969,0.0069757393
Fiji,1970,0
Fiji,1971,0.006817203
Fiji,1972,0
Fiji,1973,0
Fiji,1974,0.032281995
Fiji,1975,0.07679552
Fiji,1976,0.043802302
Fiji,1977,0.08580667
Fiji,1978,0.10774692
Fiji,1979,0.09936255
Fiji,1980,0.08560947
Fiji,1981,0.072447084
Fiji,1982,0.09249489
Fiji,1983,0.069047295
Fiji,1984,0.08295188
Fiji,1985,0.06074883
Fiji,1986,0.054515034
Fiji,1987,0.019527065
Fiji,1988,0.014487806
Fiji,1989,0.057374686
Fiji,1990,0.08054559
Fiji,1991,0.061092827
Fiji,1992,0.0653161
Fiji,1993,0.06490051
Fiji,1994,0.064867005
